date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:57:22	656312/656312	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2011:57:13%20GMT	https://goodtoys.com.ua/ua/category/figurki-lil-woodzeez/	D:/web/goodtoys/goodtoys/goodtoys.com.ua/ua/category/figurki-lil-woodzeez/index.html	(from https://goodtoys.com.ua/ua/)
13:57:25	634468/634468	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2011:57:16%20GMT	https://goodtoys.com.ua/ua/category/figurki-star-wars/	D:/web/goodtoys/goodtoys/goodtoys.com.ua/ua/category/figurki-star-wars/index.html	(from https://goodtoys.com.ua/ua/)
13:57:26	588356/588356	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2011:57:17%20GMT	https://goodtoys.com.ua/ua/category/figurki-num-moms/	D:/web/goodtoys/goodtoys/goodtoys.com.ua/ua/category/figurki-num-moms/index.html	(from https://goodtoys.com.ua/ua/)
13:57:28	611839/611839	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2011:57:20%20GMT	https://goodtoys.com.ua/ua/category/figurki-kholodnoe-serdtse/	D:/web/goodtoys/goodtoys/goodtoys.com.ua/ua/category/figurki-kholodnoe-serdtse/index.html	(from https://goodtoys.com.ua/ua/)
13:57:32	693188/693188	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2011:57:22%20GMT	https://goodtoys.com.ua/ua/category/figurki-shopkins/	D:/web/goodtoys/goodtoys/goodtoys.com.ua/ua/category/figurki-shopkins/index.html	(from https://goodtoys.com.ua/ua/)
13:57:32	612863/612863	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2011:57:26%20GMT	https://goodtoys.com.ua/ua/category/figurki-mikki-maus/	D:/web/goodtoys/goodtoys/goodtoys.com.ua/ua/category/figurki-mikki-maus/index.html	(from https://goodtoys.com.ua/ua/)
13:57:33	569348/569348	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2011:57:24%20GMT	https://goodtoys.com.ua/ua/category/figurki-sherif-kelli/	D:/web/goodtoys/goodtoys/goodtoys.com.ua/ua/category/figurki-sherif-kelli/index.html	(from https://goodtoys.com.ua/ua/)
13:57:35	587803/587803	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2011:57:28%20GMT	https://goodtoys.com.ua/ua/category/figurki-ben-i-kholli/	D:/web/goodtoys/goodtoys/goodtoys.com.ua/ua/category/figurki-ben-i-kholli/index.html	(from https://goodtoys.com.ua/ua/)
13:57:39	593181/593181	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2011:57:32%20GMT	https://goodtoys.com.ua/ua/category/figurki-geroi-v-maskakh/	D:/web/goodtoys/goodtoys/goodtoys.com.ua/ua/category/figurki-geroi-v-maskakh/index.html	(from https://goodtoys.com.ua/ua/)
13:57:44	659987/659987	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2011:57:34%20GMT	https://goodtoys.com.ua/ua/category/figurki-fortnite/	D:/web/goodtoys/goodtoys/goodtoys.com.ua/ua/category/figurki-fortnite/index.html	(from https://goodtoys.com.ua/ua/)
13:57:48	690643/690643	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2011:57:37%20GMT	https://goodtoys.com.ua/ua/category/figurki-ledi-bag-i-super-kot/	D:/web/goodtoys/goodtoys/goodtoys.com.ua/ua/category/figurki-ledi-bag-i-super-kot/index.html	(from https://goodtoys.com.ua/ua/)
13:57:49	587684/587684	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202023%2011:57:42%20GMT	https://goodtoys.com.ua/ua/category/figurki-twisty-petz/	D:/web/goodtoys/goodtoys/goodtoys.com.ua/ua/category/figurki-twisty-petz/index.html	(from https://goodtoys.com.ua/ua/)
